title,organizer,field,region,city,event_type,start_date,end_date
Iqlim o‘zgarishi va inson salomat,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-11-14,2026-11-14
XXI asr: ruhiy salomatlikka zamonaviy nazar — VI,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-10-16,2026-10-17
Bolalar minimal invaziv jarrohlik kursi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-03-30,2026-04-03
Sog‘liqni saqlashni birlamchi tizimida preventiv tibbiyotning dolzarb muammolari,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-05-22,2026-05-22
“Neyroreabilitatsiyaning dolzarb muammolari” mavzusidagi IV Xalqaro Respublika ilmiy-amaliy anjumani.,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-06-04,2026-06-04
Profilaktik tibbiyotining yutuqlari zamonaviy sharoitlarda aholi salomatligi va farovonligini saqlashning asosi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-04-15,2026-04-15
Transkaspiy davlatlari gepatopankreatobiliar jarrohlarining III Xalqaro kongressi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-06-11,2026-06-13
"Nevrologik kasalliklarni dаvolаsh vа ertа tаshxislаshdа innovatsion yondashuv, Majidov o‘qishlari",Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-12-05,2026-12-06
Nutritsiologiyaning dolzarb muammolari,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-03-28,2026-03-28
Tibbiy reabilitatsiya: ilmiy tadqiqotlar va klinik amaliyotga zamonaviy yondashuvlar,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-04-23,2026-04-24
Markaziy nerv tizimining Neyrodegenerativ kasalliklari erta diagnostikasi va klinikasining dolzarb muammolari,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-04-28,2026-04-28
Stomatologiya va yuz-jag‘ jarroxliginig dolzarb masalalari,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-04-27,2026-04-27
Infeksiyalar va jamoat salomatligi: zamonaviy muammolar va yechimlar,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-06-05,2026-06-06
Salomatlik va sog‘lom turmush tarzining tibbiy psixologik muammolari,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-02-20,2026-02-20
Pediatrik minimal invaziv jarrohlik kursi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-03-30,2026-04-03
Rossiya-O‘zbekiston nevrologlarining 10- forumi,Toshkent davlat tibbiyot universiteti,"Tibbiyot, farmakologiya va sport",Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-03-27,2026-03-28
Shoshilinch tibbiy yordam kelajagi: Paramediklarning roli -Kasbiy tayyorgarlikni rivojlantirish Mavzu nomi,Andijon davlat tibbiyot instituti Asosiy tashkilot,"Tibbiyot, farmakologiya va sport Yo‘nalishi",Andijon,"Andijon shahri, Andijon O‘tkazish joyi (shahar/viloyat)",Anjuman,2026-01-21,2026-01-22
"Raqamli transformatsiya sharoitida axborot texnologiyalari, arxitektura, energetika muhandisligi va ta’lim tizimida innovatsion yechimlar",Toshkent iqtisodiyot va pedagogika universiteti,Axborot va kommunikatsiya texnologiyalari,Toshkent,"Chirchiq shahri, Toshkent viloyati",Anjuman,2026-11-19,2026-11-20
Raqamli infratuzilmani joriy etish: muammolar va innovatsion yechimlar,Toshkent iqtisodiyot va texnologiyalar universiteti,Axborot va kommunikatsiya texnologiyalari,Toshkent,"Chilonzor tumani, Toshkent shahri",Anjuman,2026-02-20,2026-02-21
"Raqamli transformatsiya: telekommunikatsiya, sun’iy intellekt va innovatsion texnologiyalar istiqbollari",Muhammad al-Xorazmiy nomidagi Toshkent axborot texnologiyalari universiteti Samarqand filiali,Axborot va kommunikatsiya texnologiyalari,Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-05-12,2026-05-13
“CyberCryptUz” respublika ilmiy- texnik konferensiyasi,Muhammad al-Xorazmiy nomidagi Toshkent axborot texnologiyalari universiteti,Axborot va kommunikatsiya texnologiyalari,Toshkent,"Yunusobod tumani, Toshkent shahri",Anjuman,2026-10-19,2026-10-20
Sun’iy intellekt asosida aqlli raqamli tizimlarning ilmiy va innovatsion yechimlari,Farg‘ona davlat texnika universiteti,Axborot va kommunikatsiya texnologiyalari,Farg'ona,"Farg‘ona shahri, Farg‘ona viloyati",Anjuman,2026-11-06,2026-11-07
"Intellektual robototexnika, zamonaviy radiotexnika va simsiz aloqa texnologiyalarining dolzarb muammolari va ularning rivojlanish istiqbollari",Islom Karimov nomidagi Toshkent davlat texnika universiteti,Axborot va kommunikatsiya texnologiyalari,Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-04-10,2026-04-11
Sun’iy intellekt davrida milliy o‘zlikni anglash: Turon tarixiy merosi va zamonaviy rivojlanish,Jizzax politexnika instituti,Axborot va kommunikatsiya texnologiyalari,Jizzax,"Jizzax shahri, Jizzax viloyati",Anjuman,2026-04-04,2026-04-04
“Intellektual tizimlarning zamonaviy muammolari” II Respublika ilmiy-amaliy konferensiyasi,"O‘zbekiston Respublikasi Jizzax shahridagi ""Qozon (Volgabo‘yi) federal universiteti"" federal davlat avtonom oliy ta’lim o‘quv yurtining filiali",Axborot va kommunikatsiya texnologiyalari,Jizzax,"Jizzax shahri, Jizzax viloyati",Anjuman,2026-04-17,2026-04-18
"Biologiya fanini rivojlantirishda zamonaviy tadqiqotlar: muammolar, istiqbolli yechimlar",Buxoro davlat pedagogika instituti,Biologiya va biotexnologiya,Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-02-27,2026-02-27
O‘zbekiston zoologiya fani: hozirgi zamon muammolari va rivojlanish istiqbollari (VIII respublika ilmiy- amaliy anjumani),O‘zbekiston Respublikasi Fanlar akademiyasi Zoologiya instituti,Biologiya va biotexnologiya,Toshkent,"Yunusobod tumani, Toshkent shahri",Anjuman,2026-05-14,2026-05-14
"Genetika, genomika va biotexnologiyaning zamonaviy muammolari",0‘zR FA Genomika va bioinformatika markazi,Biologiya va biotexnologiya,Toshkent,"Qibray tumani, Toshkent viloyati",Anjuman,2026-09-17,2026-09-17
"Sun’iy intellekt va raqamlashtirish yordamida oziq-ovqat texnologiyasi, xavfsizligi, bioresurslarga asoslangan barqaror gastronomik turizmni rivojlantirish",Qarshi davlat texnika universiteti,Biologiya va biotexnologiya,Qashqadaryo,"Qarshi shahri, Qashqadaryo viloyati",Anjuman,2026-04-17,2026-04-18
Barqaror rivojlanish va tabiiy resurslarni boshqarishda ekologik va ilmiy yondashuvlar,Farg‘ona davlat universiteti,Biologiya va biotexnologiya,Farg'ona,"Farg‘ona shahri, Farg‘ona viloyati",Anjuman,2026-05-12,2026-05-13
Farg‘ona vodiysidagi zoologik tadqiqotlarda zamonaviy yondashuvlarning dolzarb masalalari,Farg‘ona davlat universiteti,Biologiya va biotexnologiya,Farg'ona,"Farg‘ona shahri, Farg‘ona viloyati",Anjuman,2026-09-25,2026-09-26
Ta’lim tizimining transformatsiya jarayonlarida pedagog kadrlar kasbiy salohiyatini malaka oshirish mexanizmi asosida rivojlantirish: muammolar va ularni bartaraf etish yo‘llari,Farg‘ona davlat universiteti huzuridagi pedagog kadrlarni qayta tayyorlash va ularning malakasini oshirish mintaqaviy markazi,Fan va ta’lim,Farg'ona,"Farg‘ona shahri, Farg‘ona viloyati",Anjuman,2026-06-20,2026-06-20
"Raqamli transformatsiya sharoitida zamonaviy ta’lim: muammolar, innovatsion yechimlar va sun’iy intellektning yangi imkoniyatlari",Angren universiteti,Fan va ta’lim,Toshkent,"Angren shahri, Toshkent viloyati",Anjuman,2026-04-24,2026-04-24
O‘zbekiston Respublikasida jinoyat-huquqiy siyosatni liberallashtirish: milliy jinoyat qonunchiligini modernizatsiya qilishning dolzarb masalalari,Toshkent davlat yuridik universiteti,Fan va ta’lim,Toshkent,"Yunusobod tumani, Toshkent shahri",Anjuman,2026-04-10,2026-04-10
"Raqamli ta’lim muhitida talabalar o‘quv motivatsiyasini oshirish: pedagogik innovatsiyalar, psixologik mexanizmlar",Urganch davlat universiteti,Fan va ta’lim,Xorazm,"Urganch shahri, Xorazm viloyati",Anjuman,2026-05-11,2026-05-12
"Texnologik ta’lim yo‘nalishi mutaxassislik fanlarini o‘qitishda zamonaviy yondashuvlar: dolzarb masalalar, muammo va yechimlar",Urganch davlat pedagogika instituti,Fan va ta’lim,Xorazm,"Urganch shahri, Xorazm viloyati",Anjuman,2026-03-11,2026-03-11
Xorijiy tillarni o‘qitishda innovatsion texnologiyalardan foydalanish metodologiyasining ahamiyati,O‘zbekiston xalqaro islomshunoslik akademiyasi,Fan va ta’lim,Toshkent,"Shayxontohur tumani, Toshkent shahri",Anjuman,2026-05-05,2026-05-05
Dinshunoslikning dolzarb muammolari,O‘zbekiston xalqaro islomshunoslik akademiyasi,Fan va ta’lim,Toshkent,"Shayxontohur tumani, Toshkent shahri",Anjuman,2026-04-21,2026-04-21
Raqamli texnologiyalar sharoitida ijtimoiy-gumanitar fanlarni o‘qitishning konseptual asoslari,O‘zbekiston davlat san’at va madaniyat instituti,Fan va ta’lim,Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-05-22,2026-05-22
Temuriylar davrida ilm-fan va madaniyat rivojini o‘rganish va targ‘ib qilishning umumbashariy ahamiyati,O‘zR FA Temuriylar tarixi davlat muzeyi,Fan va ta’lim,Toshkent,"Yunusobod tumani, Toshkent shahri",Anjuman,2026-10-15,2026-10-15
"Oziq-ovqat texnologiyasi: tadqiqotlar, innovatsiyalar va marketing",Urganch davlat universiteti,Fan va ta’lim,Xorazm,"Urganch shahri, Xorazm viloyati",Anjuman,2026-04-03,2026-04-04
An’anaviy va zamonaviy san’at muammolarini o‘rganishning innovatsion yondashuvlari,O‘zbekiston davlat san’at va madaniyat instituti,Fan va ta’lim,Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-04-20,2026-04-20
Bioorganik kimyo rivojining dolzarb muammolari,O‘zbekiston Respublikasi Fanlar Akademiyasi akademik O.S. Sodiqov nomidagi Bioorganik kimyo instituti,Fan va ta’lim,Toshkent,"Mirzo Ulug‘bek tumani, Toshkent shahri",Anjuman,2026-09-10,2026-09-10
"Uzluksiz ta’lim: sifat, innovatsiya va transformatsiya",“Profi University”,Fan va ta’lim,Toshkent,"Bektemir tumani, Toshkent shahri",Anjuman,2026-05-20,2026-05-20
Zamonaviy fan va texnologiyalar rivojida yosh olim hamda magistrlarning o‘rni,Qo‘qon davlat universiteti,Fan va ta’lim,Farg'ona,"Qo‘qon shahri, Farg‘ona viloyati",Anjuman,2026-11-18,2026-11-19
Qoraqalpog‘iston Respublikasi Konstitutsiyasi — inson va fuqarolarning huquq va erkinliklarini yorituvchi asosiy huquqiy hujjat,Qoraqalpoq davlat universiteti,Fan va ta’lim,Qoraqalpog'iston,"Nukus shahri, Qoraqalpog‘iston Respublikasi",Anjuman,2026-04-06,2026-04-06
Oliy ta’lim muassasalarida harbiy- vatanparvarlik tarbiyasini rivojlantirishda zamonaviy yondashuvlar: muammo va yechimlari,Buxoro davlat pedagogika instituti,Fan va ta’lim,Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-04-23,2026-04-23
Sun’iy Intellekt va Raqamli Iqtisodiyot (SIRI-2026),Menejment va zamonaviy texnologiyalar universiteti,Fan va ta’lim,Toshkent,"Yakkasaroy tumani, Toshkent shahri",Anjuman,2026-03-26,2026-03-26
Yengil sanoatda barqaror rivojlanish: innovatsiyalar va yangi yondashuvlar,Urganch davlat universiteti,Fan va ta’lim,Xorazm,"Urganch shahri, Xorazm viloyati",Anjuman,2026-04-17,2026-04-18
"Kompyuter lingvistikasi: muammolar, yechim va istiqbollar",Alisher Navoiy nomidagi Toshkent davlat o‘zbek tili va adabiyoti universiteti,Fan va ta’lim,Toshkent,"Yakkasaroy tumani, Toshkent shahri",Anjuman,2026-05-08,2026-05-08
Umumfilologik tadqiqotlar: muammolar va yechimlar,Toshkent iqtisodiyot va pedagogika universiteti,Fan va ta’lim,Toshkent,"Chirchiq shahri, Toshkent viloyati",Anjuman,2026-03-13,2026-03-14
Markaziy Osiyo davlatlari tarixi va hozirgi zamon,Mirzo Ulug‘bek nomidagi O‘zbekiston Milliy universiteti,Fan va ta’lim,Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-05-12,2026-05-12
Zamonaviy pedagogikaning dolzarb masalalari,Toshkent iqtisodiyot va pedagogika universiteti,Fan va ta’lim,Toshkent,"Chirchiq shahri, Toshkent viloyati",Anjuman,2026-04-23,2026-04-24
Matematik fizika va zamonaviy analizning turdosh masalalari,Buxoro davlat universiteti,Fan va ta’lim,Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-12-25,2026-12-26
O‘zbek matnshunosligi va adabiy manbashunosligining dolzarb masalalari,Qarshi shahridagi Turon universiteti,Fan va ta’lim,Qashqadaryo,"Qarshi shahri, Qashqadaryo viloyati",Anjuman,2026-11-20,2026-11-21
"Fan va ta’lim: innovatsiyalar, texnologiyalar va metodlar",Qarshi shahridagi Turon universiteti,Fan va ta’lim,Andijon,"Andijon shahri, Andijon",Anjuman,2026-10-08,2026-10-09
O‘zbekiston yosh filologiyasi-2026,Mirzo Ulug‘bek nomidagi O‘zbekiston Milliy universiteti,Fan va ta’lim,Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-02-25,2026-02-25
"Zamonaviy ta’lim va gumanitar fanlar: pedagogika, psixologiya, til va adabiyot ilmiy va amaliy jihatdan",Qarshi shahridagi Turon universiteti,Fan va ta’lim,Andijon,"Andijon shahri, Andijon",Anjuman,2026-04-30,2026-04-30
Fan va texnika taraqqiyotida yoshlar,Navoiy davlat konchilik va texnologiyalar universiteti,Fan va ta’lim,Navoiy,"Navoiy shahri, Navoiy viloyati",Anjuman,2026-10-09,2026-10-10
Pedagoglarning kasbiy rivojlanish istiqbollari: muammolar va yechimlar,Samarqand viloyati pedagogik mahorat markazi,Fan va ta’lim,Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-10-22,2026-10-23
San’at sohasining dolzarb masalalari,O‘zbekiston davlat konservatoriyasi Nukus filiali,Fan va ta’lim,Qoraqalpog'iston,"Nukus shahri, Qoraqalpog‘iston Respublikasi",Anjuman,2026-11-19,2026-11-21
Ilg‘or fan va texnologiyalar,Toshkent shahridagi Turin politexnika universiteti,Fan va ta’lim,Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-04-22,2026-04-23
Filologiyaning dolzarb masalalari,Qo‘qon davlat universiteti,Fan va ta’lim,Farg'ona,"Qo‘qon shahri, Farg‘ona viloyati",Anjuman,2026-10-13,2026-10-14
"Maktablarda aniq fanlarni o‘qitishda sun’iy intellektdan foydalanishning zamonaviy tendensiyalari, istiqbollari va muammolari",Ajiniyoz nomidagi Nukus davlat pedagogika instituti,Fan va ta’lim,Qoraqalpog'iston,"Nukus shahri, Qoraqalpog‘iston Respublikasi",Anjuman,2026-05-07,2026-05-08
Zamonaviy filologik tadqiqotlar va tillarni o‘qitishda innovatsion yondashuvlar,Urganch RANCH texnologiya universiteti,Fan va ta’lim,Xorazm,"Urganch shahri, Xorazm viloyati",Anjuman,2026-04-24,2026-04-25
Yosh kutubxonachilar forumi,Alisher Navoiy nomidagi O‘zbekiston Milliy kutubxonasi,Fan va ta’lim,Toshkent,"Yunusobod tumani, Toshkent shahri",Forum,2026-06-25,2026-06-26
Islom Karimov o‘qishlari. Mustaqillik yillarida O‘zbekiston madaniyati: tarixiy meros va madaniy yuksalish,Islom Karimov nomidagi ilmiy-ma’rifiy yodgorlik majmuasi,Fan va ta’lim,Farg'ona,"Farg‘ona shahri, Farg‘ona viloyati",Anjuman,2026-09-18,2026-09-19
Inson kapitalini rivojlantirishda jismoniy tarbiya va sportning zamonaviy tendensiyasi,Buxoro davlat pedagogika instituti,Fan va ta’lim,Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-11-20,2026-11-21
Ilmiy ma’lumotlardan foydalanish va nashr ettirish faolligi X Milliy ilmiy-ta’limiy forum,Alisher Navoiy nomidagi O‘zbekiston Milliy kutubxonasi,Fan va ta’lim,Toshkent,"Yunusobod tumani, Toshkent shahri",Forum,2026-12-15,2026-12-15
Aniq va tabiiy fanlarda zamonaviy muammolar: Ilmiy yondashuvlar va yangi yechimlar,Sharof Rashidov nomidagi Samarqand davlat universitetining Urgut filiali,Fan va ta’lim,Samarqand,"Urgut tumani, Samarqand viloyati",Anjuman,2026-05-30,2026-05-30
Yosh olimlar va fizik talabalarning VI Respublika ilmiy anjumani (YOFTRIA-VI),Mirzo Ulug‘bek nomidagi O‘zbekiston Milliy universiteti huzuridagi Yarimo‘tkazgichlar fizikasi va mikroelektronika ilmiy- tadqiqot instituti,Fan va ta’lim,Toshkent,"Olmazor tumani, Toshkent shahri",Anjuman,2026-03-13,2026-03-13
O‘zbekistonda arxeologik tadqiqotlar,O‘zbekiston Respublikasi Madaniy meros agentligi Y.G‘ulomov nomidagi Samarqand arxeologiya instituti,Fan va ta’lim,Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-04-09,2026-04-10
Yoshlarni kasb-hunarga tayyorlashning dolzarb masalalari : muammo va yechimlar,Surxondaryo viloyati pedagoglarni yangi metodikalarga o‘rgatish milliy markazi,Fan va ta’lim,Surxondaryo,"Termiz shahri, Surxondaryo viloyati",Anjuman,2026-09-21,2026-09-21
O‘zbek filologiyasining dolzarb masalalari va uni o‘qitish metodikasi muammolari,Andijon davlat pedagogika instituti,Fan va ta’lim,Andijon,"Andijon shahri, Andijon",Anjuman,2026-10-15,2026-10-15
Yangi avlod ta’lim konsepsiyasi: milliy siyosat va amaliy yo‘nalishlar — O‘zbekiston sharoitida               ta’lim mazmunini   yangilash siyosati,Qarshi xalqaro universiteti,Fan va ta’lim,Qashqadaryo,"Qarshi shahri, Qashqadaryo viloyati",Anjuman,2026-04-15,2026-04-16
Raqamli iqtisodiyot sharoitida O‘zbekistonda ijtimoiy-iqtisodiy fanlarni o‘qitishning yangi metodlari va amaliy yechimlari,Surxondaryo viloyati pedagoglarni yangi metodikalarga o‘rgatish milliy markazi,Fan va ta’lim,Surxondaryo,"Termiz shahri, Surxondaryo viloyati",Anjuman,2026-12-21,2026-12-22
Yashil iqtisodiyot muammolarini yechishda sun’iy intellektning ahamiyati,Nukus davlat texnika universiteti,Fan va ta’lim,Qoraqalpog'iston,"Nukus shahri, Qoraqalpog‘iston Respublikasi",Anjuman,2026-10-13,2026-10-14
Global ta’lim tendensiyalari sharoitida maktabgacha ta’lim mazmunini modernizatsiya qilishning ustuvor yo‘nalishlari,Navoiy viloyati pedagogik mahorat markazi,Fan va ta’lim,Navoiy,"Karmana tumani, Navoiy viloyati",Anjuman,2026-10-22,2026-10-22
Raqamli transformatsiya davrida ta’lim muassasalari boshqaruvi: innovatsion texnologiyalar va amaliy yechimlar,Toshkent iqtisodiyot va texnologiyalar universiteti,Fan va ta’lim,Namangan,"Namangan shahri, Namangan viloyati",Anjuman,2026-04-02,2026-04-03
O‘zbekiston shaharsozligining barqaror rivojlanish zamonaviy tendensiyalari,Toshkent arxitektura-qurilish universiteti,Fan va ta’lim,Toshkent,"Yunusobod tumani, Toshkent shahri",Anjuman,2026-05-07,2026-05-07
Yangi O‘zbekistonda gumanitar fanlar: muammo va yechimlar,Urganch davlat pedagogika instituti,Fan va ta’lim,Xorazm,"Urganch shahri, Xorazm viloyati",Anjuman,2026-04-23,2026-04-23
Raqamli globallashuv va transformatsion yondashuvlar,Buxoro davlat universiteti,Fan va ta’lim,Buxoro,"Buxoro shahri, Buxoro",Anjuman,2026-03-14,2026-03-14
O‘zbekistonda din psixologiyasining ilmiy-nazariy va amaliy masalalari,O‘zbekiston xalqaro islomshunoslik akademiyasi,Fan va ta’lim,Toshkent,"Shayxontohur tumani, Toshkent shahri",Anjuman,2026-11-20,2026-11-20
Professor Hamid Sulaymon nomidagi respublika yosh matnshunoslarining an’anaviy ilmiy-amaliy konferensiyasi,"O‘zbekiston Respublikasi Fanlar Akademiyasi, Alisher Navoiy nomidagi Davlat adabiyot muzeyi",Fan va ta’lim,Toshkent,"Shayxontohur tumani, Toshkent shahri",Anjuman,2026-05-20,2026-05-20
Milliy va ma’naviy qadriyatlarning yuksalishida ayollarning tutgan o‘rni,O‘zbekiston xalqaro islomshunoslik akademiyasi,Fan va ta’lim,Toshkent,"Shayxontohur tumani, Toshkent shahri",Anjuman,2026-06-10,2026-06-10
Zamonaviy energetika tizimlarida avtomatlashtirish va boshqaruv muammolari,Nukus davlat texnika universiteti,Fan va ta’lim,Qoraqalpog'iston,"Nukus shahri, Qoraqalpog‘iston Respublikasi",Anjuman,2026-12-22,2026-12-22
Farmakologiya va toksikologiya fanining bugungi kundagi istiqboli va kelgusidagi vazifalari,"Samarqand davlat veterinariya meditsinasi, chorvachilik va biotexnologiyalar universiteti",Fan va ta’lim,Samarqand,"Samarqand shahri, Samarqand viloyati",Anjuman,2026-10-16,2026-10-17
